processo,contratante,contratado,objeto,vigencia,valor_total,data_assinatura
23034.031457/2023-79,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,38.226.506/0001-96 - EDITORA ZAHAR LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 580.977,56",10/12/2025
23034.026177/2023-49,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.886.823/0001-79 - EDITORA ZAGUINHA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 562.900,05",10/12/2025
23034.031199/2023-21,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,29.055.287/0001-39 - PANTOGRAF GRAFICA E EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 1.373.141,91",10/12/2025
23034.026711/2023-17,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,36.180.766/0001-42 - CHAZAQ SERVICOS E EDICOES LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 201.988,17",10/12/2025
23034.031099/2023-02,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,34.301.964/0001-91 - EUREKA DIGITAL EDIÇÃO DE LIVROS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 513.948,28",10/12/2025
23034.027410/2023-19,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,33.495.771/0001-56 - DISTRIBUIDORA RECORD DE SERVICOS DE IMPRENSA S A,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 673.370,50",10/12/2025
23034.031544/2023-26,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,23.515.172/0001-01 - SILVA LOBO EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 251.819,53",10/12/2025
23034.031105/2023-13,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,17.224.171/0001-05 - FIMAC DISTRIBUIDORA DE LIVROS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 669.000,54",10/12/2025
23034.031194/2023-06,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,13.360.966/0001-81 - OZE EDITORA E LIVRARIA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 641.592,88",10/12/2025
23034.037190/2023-23,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.679.370/0001-00 - EDITORA UVINHA BEBÊ LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 703.602,66",10/12/2025
23034.031509/2023-15,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,11.048.117/0001-61 - PIPOCA DOCE CASA EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 219.262,31",10/12/2025
23034.025141/2023-48,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,44.228.844/0001-60 - BORALA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 726.539,22",10/12/2025
23034.025804/2023-24,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,01.600.124/0001-70 - ALUMBRE PRODUCOES DIDATICAS E LITERARIAS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 558.042,50",10/12/2025
23034.031384/2023-15,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,41.573.017/0001-15 - EDITORA ENIGMA DO TEMPO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 215.908,41",10/12/2025
23034.031222/2023-87,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.680.812/0001-38 - SABIDURÍA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 665.370,20",10/12/2025
23034.027491/2023-49,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,01.183.614/0001-19 - EDIOURO PUBLICACOES DE LAZER E CULTURA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 529.646,38",10/12/2025
23034.031188/2023-41,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,44.228.811/0001-10 - O GATO CHINÊS EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 411.158,94",10/12/2025
23034.031228/2023-54,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,41.770.619/0001-62 - SERELEPE EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 412.139,53",10/12/2025
23034.025332/2023-18,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.398.821/0001-30 - ADA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 215.607,52",10/12/2025
23034.025124/2023-19,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,07.608.320/0001-78 - BASE EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 408.328,00",10/12/2025
23034.031269/2023-41,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,08.686.863/0001-76 - EDITORA FONTANAR LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 468.618,29",10/12/2025
23034.028046/2023-04,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,40.150.650/0001-38 - EDITORA ASTROLABIO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 499.924,95",10/12/2025
23034.031359/2023-31,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.414.581/0001-10 - EDITORA ANA JULIA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 247.299,83",10/12/2025
23034.026170/2023-27,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.886.578/0001-08 - EDITORA ESCALADA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 236.516,11",10/12/2025
23034.026186/2023-30,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.889.631/0001-16 - EDITORA FABULOSAS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 270.924,51",10/12/2025
23034.026956/2023-44,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,08.731.195/0001-51 - COMBOIO DE CORDA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 506.084,94",10/12/2025
23034.031456/2023-24,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,11.504.384/0001-04 - EDITORA VIAJANTE DO TEMPO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 238.377,40",10/12/2025
23034.027436/2023-59,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,04.426.447/0001-88 - EDIOURO DUETTO EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 425.771,10",10/12/2025
23034.031231/2023-78,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.413.809/0001-58 - EDITORA CATARINA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 207.635,68",10/12/2025
23034.027425/2023-79,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,07.235.888/0001-90 - EDICOES BESOUROBOX LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 595.974,89",10/12/2025
23034.037195/2023-56,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,19.962.104/0001-05 - EDITORA TODAS AS LETRAS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 619.296,77",10/12/2025
23034.028473/2023-84,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.596.331/0001-49 - EDITORA BRASILEIRINHO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 1.160.619,16",10/12/2025
23034.031391/2023-17,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.679.599/0001-44 - EDITORA FEJUKA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 243.395,64",10/12/2025
23034.028340/2023-16,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,22.057.261/0001-80 - EDITORA BONIFACIO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 673.045,65",10/12/2025
23034.031101/2023-35,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,34.595.923/0001-55 - FENIX TECNOLOGIAS EDUCACIONAIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 405.095,60",10/12/2025
23034.027398/2023-34,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,26.572.074/0001-96 - DIAN & SILVA EMPREENDIMENTOS EDUCACIONAIS E EDITORIAIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 499.058,44",10/12/2025
23034.028334/2023-51,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,14.651.422/0001-31 - EDITORA BMH LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 393.680,88",10/12/2025
23034.031340/2023-95,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,37.905.128/0001-04 - CONFETE EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal",10/12/2025 a 05/12/2026,"R$ 295.562,05",10/12/2025
23034.028047/2023-41,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,61.259.958/0001-96 - EDITORA ATICA S.A,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 539.860,72",10/12/2025
23034.026958/2023-33,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,76.341.957/0001-63 - CONEL - COMERCIO NACIONAL E EDITORA DE LIVROS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 264.295,41",10/12/2025
23034.026714/2023-51,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,44.222.615/0001-38 - CHUVINHA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 445.722,26",10/12/2025
23034.027716/2023-67,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,32.081.580/0001-85 - EDITORA 34 LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 466.414,55",10/12/2025
23034.027066/2023-50,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,03.768.135/0001-90 - EDITORA BIRUTA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 515.990,43",10/12/2025
23034.031108/2023-57,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,06.326.033/0001-02 - FOLIA DE LETRAS EDITORA E SERVICOS EDITORIAIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 742.443,44",10/12/2025
23034.027430/2023-81,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.699.378/0001-49 - EDICOES SM LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 829.801,89",10/12/2025
23034.031104/2023-79,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,19.241.026/0001-50 - FERNANDES & WARTH EDITORA E DISTRIBUIDORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 750.566,50",10/12/2025
23034.037184/2023-76,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,06.301.273/0001-52 - EDITORA SEMENTE CULTURAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 539.213,41",10/12/2025
23034.026183/2023-04,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.889.593/0001-00 - EDITORA CRIANDO HISTORIAS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 288.590,14",10/12/2025
23034.031249/2023-70,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.665.954/0001-37 - EDITORA DA PONTE SOLUCOES EM EDUCACAO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 602.091,47",10/12/2025
23034.031423/2023-84,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,15.406.723/0001-62 - EDITORA REVIRAVOLTA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 273.103,05",10/12/2025
23034.028045/2023-51,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,10.451.910/0001-44 - EDITORA ANZOL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 622.785,73",10/12/2025
23034.031247/2023-81,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.680.371/0001-74 - EDITORA COQUINHO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 661.341,87",10/12/2025
23096.038367/2025-46. Dispensa Nº 242/2025,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,09.261.843/0001-16 - FUNDACAO PARQUE TECNOLOGICO DA PARAIBA,"Contratação da fundação parque tecnológico da paraíba - paqtcpb para gestão administrativo financeira da execução do projeto de pesquisa ""ação saberes indígenas na escola (secadi/mec)"", cujo objeto é ofertar curso de formação continuada, para 100 professores indígenas potiguara e 05 orientadores indígenas de estudos, com a produção de material didático-pedagógico a partir dos encontros realizados nos municípios de baia da traição - pb e marcação - pb, o qual fora devidamente aprovado pelas instâncias competentes da universidade, na forma da lei",16/12/2025 a 16/12/2026,"R$ 200.000,00",16/12/2025
23034.031362/2023-55,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.414.502/0001-71 - EDITORA BARBARA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 221.948,31",10/12/2025
